id,value,sim
11712, 9.278E+01,Mode#8,Frequency=   3.049e+02Hz
974, 9.120E+01,Mode#8,Frequency=   3.049e+02Hz
13364, 8.847E+01,Mode#8,Frequency=   3.049e+02Hz
13836, 8.585E+01,Mode#8,Frequency=   3.049e+02Hz
16909, 9.761E+01,Mode#8,Frequency=   3.049e+02Hz
16975, 9.273E+01,Mode#8,Frequency=   3.049e+02Hz
16976, 8.670E+01,Mode#8,Frequency=   3.049e+02Hz
17780, 9.761E+01,Mode#8,Frequency=   3.049e+02Hz
16640, 8.314E+01,Mode#8,Frequency=   3.049e+02Hz
16641, 7.277E+01,Mode#8,Frequency=   3.049e+02Hz
17109, 9.968E+01,Mode#8,Frequency=   3.049e+02Hz
17110, 9.622E+01,Mode#8,Frequency=   3.049e+02Hz
16706, 9.803E+01,Mode#8,Frequency=   3.049e+02Hz
16707, 7.314E+01,Mode#8,Frequency=   3.049e+02Hz
16708, 5.675E+01,Mode#8,Frequency=   3.049e+02Hz
16774, 9.096E+01,Mode#8,Frequency=   3.049e+02Hz
16775, 8.500E+01,Mode#8,Frequency=   3.049e+02Hz
17712, 9.273E+01,Mode#8,Frequency=   3.049e+02Hz
17713, 8.670E+01,Mode#8,Frequency=   3.049e+02Hz
17846, 9.968E+01,Mode#8,Frequency=   3.049e+02Hz
17847, 9.622E+01,Mode#8,Frequency=   3.049e+02Hz
18047, 8.314E+01,Mode#8,Frequency=   3.049e+02Hz
18048, 7.277E+01,Mode#8,Frequency=   3.049e+02Hz
16505, 9.629E+01,Mode#8,Frequency=   3.049e+02Hz
16506, 6.456E+01,Mode#8,Frequency=   3.049e+02Hz
16507, 4.020E+01,Mode#8,Frequency=   3.049e+02Hz
16840, 9.732E+01,Mode#8,Frequency=   3.049e+02Hz
16841, 8.127E+01,Mode#8,Frequency=   3.049e+02Hz
16842, 7.191E+01,Mode#8,Frequency=   3.049e+02Hz
16572, 9.368E+01,Mode#8,Frequency=   3.049e+02Hz
16573, 7.203E+01,Mode#8,Frequency=   3.049e+02Hz
16574, 5.826E+01,Mode#8,Frequency=   3.049e+02Hz
18181, 9.096E+01,Mode#8,Frequency=   3.049e+02Hz
18182, 8.500E+01,Mode#8,Frequency=   3.049e+02Hz
23207, 9.836E+01,Mode#8,Frequency=   3.049e+02Hz
18113, 9.732E+01,Mode#8,Frequency=   3.049e+02Hz
18114, 8.127E+01,Mode#8,Frequency=   3.049e+02Hz
18115, 7.191E+01,Mode#8,Frequency=   3.049e+02Hz
23273, 9.322E+01,Mode#8,Frequency=   3.049e+02Hz
23274, 8.809E+01,Mode#8,Frequency=   3.049e+02Hz
16371, 9.573E+01,Mode#8,Frequency=   3.049e+02Hz
16372, 5.947E+01,Mode#8,Frequency=   3.049e+02Hz
16373, 2.688E+01,Mode#8,Frequency=   3.049e+02Hz
16438, 9.206E+01,Mode#8,Frequency=   3.049e+02Hz
16439, 6.569E+01,Mode#8,Frequency=   3.049e+02Hz
16440, 4.727E+01,Mode#8,Frequency=   3.049e+02Hz
20058, 9.836E+01,Mode#8,Frequency=   3.049e+02Hz
20525, 9.807E+01,Mode#8,Frequency=   3.049e+02Hz
20526, 8.440E+01,Mode#8,Frequency=   3.049e+02Hz
20527, 7.666E+01,Mode#8,Frequency=   3.049e+02Hz
16237, 9.573E+01,Mode#8,Frequency=   3.049e+02Hz
16238, 5.947E+01,Mode#8,Frequency=   3.049e+02Hz
16239, 2.688E+01,Mode#8,Frequency=   3.049e+02Hz
16304, 9.206E+01,Mode#8,Frequency=   3.049e+02Hz
16305, 6.569E+01,Mode#8,Frequency=   3.049e+02Hz
16306, 4.727E+01,Mode#8,Frequency=   3.049e+02Hz
19990, 9.322E+01,Mode#8,Frequency=   3.049e+02Hz
19991, 8.809E+01,Mode#8,Frequency=   3.049e+02Hz
20391, 9.430E+01,Mode#8,Frequency=   3.049e+02Hz
20392, 7.562E+01,Mode#8,Frequency=   3.049e+02Hz
20393, 6.428E+01,Mode#8,Frequency=   3.049e+02Hz
20458, 9.807E+01,Mode#8,Frequency=   3.049e+02Hz
20459, 8.440E+01,Mode#8,Frequency=   3.049e+02Hz
20460, 7.666E+01,Mode#8,Frequency=   3.049e+02Hz
20593, 9.467E+01,Mode#8,Frequency=   3.049e+02Hz
20594, 8.994E+01,Mode#8,Frequency=   3.049e+02Hz
18314, 9.368E+01,Mode#8,Frequency=   3.049e+02Hz
18315, 7.203E+01,Mode#8,Frequency=   3.049e+02Hz
18316, 5.826E+01,Mode#8,Frequency=   3.049e+02Hz
18448, 9.206E+01,Mode#8,Frequency=   3.049e+02Hz
18449, 6.569E+01,Mode#8,Frequency=   3.049e+02Hz
18450, 4.727E+01,Mode#8,Frequency=   3.049e+02Hz
23004, 9.807E+01,Mode#8,Frequency=   3.049e+02Hz
23005, 8.440E+01,Mode#8,Frequency=   3.049e+02Hz
23006, 7.666E+01,Mode#8,Frequency=   3.049e+02Hz
17979, 9.803E+01,Mode#8,Frequency=   3.049e+02Hz
17980, 7.314E+01,Mode#8,Frequency=   3.049e+02Hz
17981, 5.675E+01,Mode#8,Frequency=   3.049e+02Hz
18247, 9.629E+01,Mode#8,Frequency=   3.049e+02Hz
18248, 6.456E+01,Mode#8,Frequency=   3.049e+02Hz
18249, 4.020E+01,Mode#8,Frequency=   3.049e+02Hz
18381, 9.573E+01,Mode#8,Frequency=   3.049e+02Hz
18382, 5.947E+01,Mode#8,Frequency=   3.049e+02Hz
18383, 2.688E+01,Mode#8,Frequency=   3.049e+02Hz
7740, 7.857E+01,Mode#8,Frequency=   3.049e+02Hz
7741, 4.629E+01,Mode#8,Frequency=   3.049e+02Hz
7742, 2.653E+01,Mode#8,Frequency=   3.049e+02Hz
7743, 1.757E+01,Mode#8,Frequency=   3.049e+02Hz
7744, 1.558E+01,Mode#8,Frequency=   3.049e+02Hz
7745, 1.555E+01,Mode#8,Frequency=   3.049e+02Hz
7975, 8.319E+01,Mode#8,Frequency=   3.049e+02Hz
7976, 4.238E+01,Mode#8,Frequency=   3.049e+02Hz
7977, 2.478E+01,Mode#8,Frequency=   3.049e+02Hz
7978, 3.258E+01,Mode#8,Frequency=   3.049e+02Hz
7979, 4.244E+01,Mode#8,Frequency=   3.049e+02Hz
7980, 4.832E+01,Mode#8,Frequency=   3.049e+02Hz
7981, 5.083E+01,Mode#8,Frequency=   3.049e+02Hz
5851, 9.883E+01,Mode#8,Frequency=   3.049e+02Hz
5852, 7.482E+01,Mode#8,Frequency=   3.049e+02Hz
5853, 7.081E+01,Mode#8,Frequency=   3.049e+02Hz
5854, 7.547E+01,Mode#8,Frequency=   3.049e+02Hz
5855, 8.040E+01,Mode#8,Frequency=   3.049e+02Hz
5856, 8.340E+01,Mode#8,Frequency=   3.049e+02Hz
5857, 8.456E+01,Mode#8,Frequency=   3.049e+02Hz
6330, 9.995E+01,Mode#8,Frequency=   3.049e+02Hz
7746, 1.524E+01,Mode#8,Frequency=   3.049e+02Hz
7747, 1.446E+01,Mode#8,Frequency=   3.049e+02Hz
7748, 1.346E+01,Mode#8,Frequency=   3.049e+02Hz
7749, 1.245E+01,Mode#8,Frequency=   3.049e+02Hz
7750, 1.177E+01,Mode#8,Frequency=   3.049e+02Hz
7751, 1.233E+01,Mode#8,Frequency=   3.049e+02Hz
7752, 1.245E+01,Mode#8,Frequency=   3.049e+02Hz
7753, 1.268E+01,Mode#8,Frequency=   3.049e+02Hz
7754, 1.290E+01,Mode#8,Frequency=   3.049e+02Hz
7755, 1.309E+01,Mode#8,Frequency=   3.049e+02Hz
7982, 5.113E+01,Mode#8,Frequency=   3.049e+02Hz
7983, 5.022E+01,Mode#8,Frequency=   3.049e+02Hz
7984, 4.883E+01,Mode#8,Frequency=   3.049e+02Hz
7985, 4.741E+01,Mode#8,Frequency=   3.049e+02Hz
7986, 4.643E+01,Mode#8,Frequency=   3.049e+02Hz
7987, 4.694E+01,Mode#8,Frequency=   3.049e+02Hz
7988, 4.715E+01,Mode#8,Frequency=   3.049e+02Hz
7989, 4.748E+01,Mode#8,Frequency=   3.049e+02Hz
7990, 4.778E+01,Mode#8,Frequency=   3.049e+02Hz
7991, 4.805E+01,Mode#8,Frequency=   3.049e+02Hz
5858, 8.446E+01,Mode#8,Frequency=   3.049e+02Hz
5859, 8.370E+01,Mode#8,Frequency=   3.049e+02Hz
5860, 8.271E+01,Mode#8,Frequency=   3.049e+02Hz
5861, 8.164E+01,Mode#8,Frequency=   3.049e+02Hz
5862, 8.092E+01,Mode#8,Frequency=   3.049e+02Hz
5863, 8.150E+01,Mode#8,Frequency=   3.049e+02Hz
5864, 8.156E+01,Mode#8,Frequency=   3.049e+02Hz
5865, 8.167E+01,Mode#8,Frequency=   3.049e+02Hz
5866, 8.183E+01,Mode#8,Frequency=   3.049e+02Hz
5867, 8.192E+01,Mode#8,Frequency=   3.049e+02Hz
5262, 8.967E+01,Mode#8,Frequency=   3.049e+02Hz
5263, 8.150E+01,Mode#8,Frequency=   3.049e+02Hz
5264, 8.253E+01,Mode#8,Frequency=   3.049e+02Hz
5265, 8.491E+01,Mode#8,Frequency=   3.049e+02Hz
5266, 8.615E+01,Mode#8,Frequency=   3.049e+02Hz
5267, 8.617E+01,Mode#8,Frequency=   3.049e+02Hz
3374, 9.713E+01,Mode#8,Frequency=   3.049e+02Hz
3375, 8.368E+01,Mode#8,Frequency=   3.049e+02Hz
3376, 8.118E+01,Mode#8,Frequency=   3.049e+02Hz
3377, 8.156E+01,Mode#8,Frequency=   3.049e+02Hz
3378, 8.152E+01,Mode#8,Frequency=   3.049e+02Hz
3379, 8.067E+01,Mode#8,Frequency=   3.049e+02Hz
5268, 8.539E+01,Mode#8,Frequency=   3.049e+02Hz
5269, 8.429E+01,Mode#8,Frequency=   3.049e+02Hz
5270, 8.313E+01,Mode#8,Frequency=   3.049e+02Hz
5271, 8.202E+01,Mode#8,Frequency=   3.049e+02Hz
5272, 8.129E+01,Mode#8,Frequency=   3.049e+02Hz
5273, 8.180E+01,Mode#8,Frequency=   3.049e+02Hz
5274, 8.177E+01,Mode#8,Frequency=   3.049e+02Hz
5275, 8.178E+01,Mode#8,Frequency=   3.049e+02Hz
5276, 8.182E+01,Mode#8,Frequency=   3.049e+02Hz
5277, 8.184E+01,Mode#8,Frequency=   3.049e+02Hz
3380, 7.935E+01,Mode#8,Frequency=   3.049e+02Hz
3381, 7.793E+01,Mode#8,Frequency=   3.049e+02Hz
3382, 7.662E+01,Mode#8,Frequency=   3.049e+02Hz
3383, 7.547E+01,Mode#8,Frequency=   3.049e+02Hz
3384, 7.474E+01,Mode#8,Frequency=   3.049e+02Hz
3385, 7.519E+01,Mode#8,Frequency=   3.049e+02Hz
3386, 7.503E+01,Mode#8,Frequency=   3.049e+02Hz
3387, 7.496E+01,Mode#8,Frequency=   3.049e+02Hz
3388, 7.494E+01,Mode#8,Frequency=   3.049e+02Hz
3389, 7.491E+01,Mode#8,Frequency=   3.049e+02Hz
12302, 8.498E+01,Mode#8,Frequency=   3.049e+02Hz
14426, 8.807E+01,Mode#8,Frequency=   3.049e+02Hz
10177, 9.228E+01,Mode#8,Frequency=   3.049e+02Hz
10176, 9.644E+01,Mode#8,Frequency=   3.049e+02Hz
20124, 9.322E+01,Mode#8,Frequency=   3.049e+02Hz
20125, 8.809E+01,Mode#8,Frequency=   3.049e+02Hz
16103, 9.629E+01,Mode#8,Frequency=   3.049e+02Hz
16104, 6.456E+01,Mode#8,Frequency=   3.049e+02Hz
16105, 4.020E+01,Mode#8,Frequency=   3.049e+02Hz
16170, 9.368E+01,Mode#8,Frequency=   3.049e+02Hz
16171, 7.203E+01,Mode#8,Frequency=   3.049e+02Hz
16172, 5.826E+01,Mode#8,Frequency=   3.049e+02Hz
20192, 9.836E+01,Mode#8,Frequency=   3.049e+02Hz
22870, 9.430E+01,Mode#8,Frequency=   3.049e+02Hz
22871, 7.562E+01,Mode#8,Frequency=   3.049e+02Hz
22872, 6.428E+01,Mode#8,Frequency=   3.049e+02Hz
22938, 9.467E+01,Mode#8,Frequency=   3.049e+02Hz
22939, 8.994E+01,Mode#8,Frequency=   3.049e+02Hz
18582, 9.206E+01,Mode#8,Frequency=   3.049e+02Hz
18583, 6.569E+01,Mode#8,Frequency=   3.049e+02Hz
18584, 4.727E+01,Mode#8,Frequency=   3.049e+02Hz
22803, 9.807E+01,Mode#8,Frequency=   3.049e+02Hz
22804, 8.440E+01,Mode#8,Frequency=   3.049e+02Hz
22805, 7.666E+01,Mode#8,Frequency=   3.049e+02Hz
15969, 9.732E+01,Mode#8,Frequency=   3.049e+02Hz
15970, 8.127E+01,Mode#8,Frequency=   3.049e+02Hz
15971, 7.191E+01,Mode#8,Frequency=   3.049e+02Hz
15835, 9.803E+01,Mode#8,Frequency=   3.049e+02Hz
15836, 7.314E+01,Mode#8,Frequency=   3.049e+02Hz
15837, 5.675E+01,Mode#8,Frequency=   3.049e+02Hz
16037, 9.096E+01,Mode#8,Frequency=   3.049e+02Hz
16038, 8.500E+01,Mode#8,Frequency=   3.049e+02Hz
18716, 9.368E+01,Mode#8,Frequency=   3.049e+02Hz
18717, 7.203E+01,Mode#8,Frequency=   3.049e+02Hz
18718, 5.826E+01,Mode#8,Frequency=   3.049e+02Hz
23407, 9.322E+01,Mode#8,Frequency=   3.049e+02Hz
23408, 8.809E+01,Mode#8,Frequency=   3.049e+02Hz
18984, 9.732E+01,Mode#8,Frequency=   3.049e+02Hz
18985, 8.127E+01,Mode#8,Frequency=   3.049e+02Hz
18986, 7.191E+01,Mode#8,Frequency=   3.049e+02Hz
23341, 9.836E+01,Mode#8,Frequency=   3.049e+02Hz
18515, 9.573E+01,Mode#8,Frequency=   3.049e+02Hz
18516, 5.947E+01,Mode#8,Frequency=   3.049e+02Hz
18517, 2.688E+01,Mode#8,Frequency=   3.049e+02Hz
18649, 9.629E+01,Mode#8,Frequency=   3.049e+02Hz
18650, 6.456E+01,Mode#8,Frequency=   3.049e+02Hz
18651, 4.020E+01,Mode#8,Frequency=   3.049e+02Hz
15702, 9.968E+01,Mode#8,Frequency=   3.049e+02Hz
15703, 9.622E+01,Mode#8,Frequency=   3.049e+02Hz
15903, 8.314E+01,Mode#8,Frequency=   3.049e+02Hz
15904, 7.277E+01,Mode#8,Frequency=   3.049e+02Hz
15568, 9.273E+01,Mode#8,Frequency=   3.049e+02Hz
15569, 8.670E+01,Mode#8,Frequency=   3.049e+02Hz
18850, 9.803E+01,Mode#8,Frequency=   3.049e+02Hz
18851, 7.314E+01,Mode#8,Frequency=   3.049e+02Hz
18852, 5.675E+01,Mode#8,Frequency=   3.049e+02Hz
18918, 9.096E+01,Mode#8,Frequency=   3.049e+02Hz
18919, 8.500E+01,Mode#8,Frequency=   3.049e+02Hz
18784, 8.314E+01,Mode#8,Frequency=   3.049e+02Hz
18785, 7.277E+01,Mode#8,Frequency=   3.049e+02Hz
19253, 9.968E+01,Mode#8,Frequency=   3.049e+02Hz
19254, 9.622E+01,Mode#8,Frequency=   3.049e+02Hz
15636, 9.761E+01,Mode#8,Frequency=   3.049e+02Hz
19119, 9.273E+01,Mode#8,Frequency=   3.049e+02Hz
19120, 8.670E+01,Mode#8,Frequency=   3.049e+02Hz
19053, 9.761E+01,Mode#8,Frequency=   3.049e+02Hz
15056, 9.968E+01,Mode#8,Frequency=   3.049e+02Hz
15057, 8.345E+01,Mode#8,Frequency=   3.049e+02Hz
15058, 7.921E+01,Mode#8,Frequency=   3.049e+02Hz
15059, 7.884E+01,Mode#8,Frequency=   3.049e+02Hz
15060, 7.842E+01,Mode#8,Frequency=   3.049e+02Hz
15061, 7.737E+01,Mode#8,Frequency=   3.049e+02Hz
15174, 9.720E+01,Mode#8,Frequency=   3.049e+02Hz
15175, 8.170E+01,Mode#8,Frequency=   3.049e+02Hz
15176, 7.835E+01,Mode#8,Frequency=   3.049e+02Hz
15177, 7.874E+01,Mode#8,Frequency=   3.049e+02Hz
15178, 7.901E+01,Mode#8,Frequency=   3.049e+02Hz
15179, 7.852E+01,Mode#8,Frequency=   3.049e+02Hz
15062, 7.597E+01,Mode#8,Frequency=   3.049e+02Hz
15063, 7.452E+01,Mode#8,Frequency=   3.049e+02Hz
15064, 7.323E+01,Mode#8,Frequency=   3.049e+02Hz
15065, 7.212E+01,Mode#8,Frequency=   3.049e+02Hz
15066, 7.145E+01,Mode#8,Frequency=   3.049e+02Hz
15067, 7.187E+01,Mode#8,Frequency=   3.049e+02Hz
15068, 7.160E+01,Mode#8,Frequency=   3.049e+02Hz
15069, 7.147E+01,Mode#8,Frequency=   3.049e+02Hz
15070, 7.142E+01,Mode#8,Frequency=   3.049e+02Hz
15071, 7.139E+01,Mode#8,Frequency=   3.049e+02Hz
15180, 7.760E+01,Mode#8,Frequency=   3.049e+02Hz
15181, 7.655E+01,Mode#8,Frequency=   3.049e+02Hz
15182, 7.553E+01,Mode#8,Frequency=   3.049e+02Hz
15183, 7.460E+01,Mode#8,Frequency=   3.049e+02Hz
15184, 7.403E+01,Mode#8,Frequency=   3.049e+02Hz
15185, 7.446E+01,Mode#8,Frequency=   3.049e+02Hz
15186, 7.417E+01,Mode#8,Frequency=   3.049e+02Hz
15187, 7.398E+01,Mode#8,Frequency=   3.049e+02Hz
15188, 7.390E+01,Mode#8,Frequency=   3.049e+02Hz
15189, 7.385E+01,Mode#8,Frequency=   3.049e+02Hz
896, 8.919E+01,Mode#8,Frequency=   3.049e+02Hz
897, 7.702E+01,Mode#8,Frequency=   3.049e+02Hz
898, 7.671E+01,Mode#8,Frequency=   3.049e+02Hz
899, 7.929E+01,Mode#8,Frequency=   3.049e+02Hz
900, 8.119E+01,Mode#8,Frequency=   3.049e+02Hz
901, 8.199E+01,Mode#8,Frequency=   3.049e+02Hz
902, 8.201E+01,Mode#8,Frequency=   3.049e+02Hz
9628, 7.463E+01,Mode#8,Frequency=   3.049e+02Hz
9629, 6.389E+01,Mode#8,Frequency=   3.049e+02Hz
9630, 6.658E+01,Mode#8,Frequency=   3.049e+02Hz
9631, 7.200E+01,Mode#8,Frequency=   3.049e+02Hz
9632, 7.612E+01,Mode#8,Frequency=   3.049e+02Hz
9633, 7.854E+01,Mode#8,Frequency=   3.049e+02Hz
9634, 7.969E+01,Mode#8,Frequency=   3.049e+02Hz
4554, 6.093E+01,Mode#8,Frequency=   3.049e+02Hz
4555, 2.805E+01,Mode#8,Frequency=   3.049e+02Hz
4556, 1.997E+01,Mode#8,Frequency=   3.049e+02Hz
4557, 2.922E+01,Mode#8,Frequency=   3.049e+02Hz
4558, 3.728E+01,Mode#8,Frequency=   3.049e+02Hz
4559, 4.205E+01,Mode#8,Frequency=   3.049e+02Hz
4560, 4.443E+01,Mode#8,Frequency=   3.049e+02Hz
7858, 9.684E+01,Mode#8,Frequency=   3.049e+02Hz
7859, 6.034E+01,Mode#8,Frequency=   3.049e+02Hz
7860, 3.558E+01,Mode#8,Frequency=   3.049e+02Hz
7861, 2.053E+01,Mode#8,Frequency=   3.049e+02Hz
7862, 1.319E+01,Mode#8,Frequency=   3.049e+02Hz
7863, 1.102E+01,Mode#8,Frequency=   3.049e+02Hz
7864, 1.094E+01,Mode#8,Frequency=   3.049e+02Hz
903, 8.163E+01,Mode#8,Frequency=   3.049e+02Hz
904, 8.107E+01,Mode#8,Frequency=   3.049e+02Hz
905, 8.042E+01,Mode#8,Frequency=   3.049e+02Hz
906, 7.997E+01,Mode#8,Frequency=   3.049e+02Hz
907, 8.043E+01,Mode#8,Frequency=   3.049e+02Hz
908, 8.013E+01,Mode#8,Frequency=   3.049e+02Hz
909, 7.994E+01,Mode#8,Frequency=   3.049e+02Hz
910, 7.982E+01,Mode#8,Frequency=   3.049e+02Hz
911, 7.972E+01,Mode#8,Frequency=   3.049e+02Hz
9635, 8.002E+01,Mode#8,Frequency=   3.049e+02Hz
9636, 7.991E+01,Mode#8,Frequency=   3.049e+02Hz
9637, 7.951E+01,Mode#8,Frequency=   3.049e+02Hz
9638, 7.916E+01,Mode#8,Frequency=   3.049e+02Hz
9639, 7.962E+01,Mode#8,Frequency=   3.049e+02Hz
9640, 7.926E+01,Mode#8,Frequency=   3.049e+02Hz
9641, 7.903E+01,Mode#8,Frequency=   3.049e+02Hz
9642, 7.890E+01,Mode#8,Frequency=   3.049e+02Hz
9643, 7.876E+01,Mode#8,Frequency=   3.049e+02Hz
4561, 4.533E+01,Mode#8,Frequency=   3.049e+02Hz
4562, 4.540E+01,Mode#8,Frequency=   3.049e+02Hz
4563, 4.500E+01,Mode#8,Frequency=   3.049e+02Hz
4564, 4.453E+01,Mode#8,Frequency=   3.049e+02Hz
4565, 4.476E+01,Mode#8,Frequency=   3.049e+02Hz
4566, 4.417E+01,Mode#8,Frequency=   3.049e+02Hz
4567, 4.381E+01,Mode#8,Frequency=   3.049e+02Hz
4568, 4.354E+01,Mode#8,Frequency=   3.049e+02Hz
4569, 4.334E+01,Mode#8,Frequency=   3.049e+02Hz
7865, 1.108E+01,Mode#8,Frequency=   3.049e+02Hz
7866, 1.103E+01,Mode#8,Frequency=   3.049e+02Hz
7867, 1.076E+01,Mode#8,Frequency=   3.049e+02Hz
7868, 1.047E+01,Mode#8,Frequency=   3.049e+02Hz
7869, 1.077E+01,Mode#8,Frequency=   3.049e+02Hz
7870, 1.044E+01,Mode#8,Frequency=   3.049e+02Hz
7871, 1.026E+01,Mode#8,Frequency=   3.049e+02Hz
7872, 1.013E+01,Mode#8,Frequency=   3.049e+02Hz
7873, 1.006E+01,Mode#8,Frequency=   3.049e+02Hz
40717, 9.761E+01,Mode#8,Frequency=   3.049e+02Hz
40783, 9.273E+01,Mode#8,Frequency=   3.049e+02Hz
40784, 8.670E+01,Mode#8,Frequency=   3.049e+02Hz
41588, 9.761E+01,Mode#8,Frequency=   3.049e+02Hz
40448, 8.314E+01,Mode#8,Frequency=   3.049e+02Hz
40449, 7.277E+01,Mode#8,Frequency=   3.049e+02Hz
40917, 9.968E+01,Mode#8,Frequency=   3.049e+02Hz
40918, 9.622E+01,Mode#8,Frequency=   3.049e+02Hz
40514, 9.803E+01,Mode#8,Frequency=   3.049e+02Hz
40515, 7.314E+01,Mode#8,Frequency=   3.049e+02Hz
40516, 5.675E+01,Mode#8,Frequency=   3.049e+02Hz
40582, 9.096E+01,Mode#8,Frequency=   3.049e+02Hz
40583, 8.500E+01,Mode#8,Frequency=   3.049e+02Hz
41520, 9.273E+01,Mode#8,Frequency=   3.049e+02Hz
41521, 8.670E+01,Mode#8,Frequency=   3.049e+02Hz
41654, 9.968E+01,Mode#8,Frequency=   3.049e+02Hz
41655, 9.622E+01,Mode#8,Frequency=   3.049e+02Hz
41855, 8.314E+01,Mode#8,Frequency=   3.049e+02Hz
41856, 7.277E+01,Mode#8,Frequency=   3.049e+02Hz
40313, 9.629E+01,Mode#8,Frequency=   3.049e+02Hz
40314, 6.456E+01,Mode#8,Frequency=   3.049e+02Hz
40315, 4.020E+01,Mode#8,Frequency=   3.049e+02Hz
40648, 9.732E+01,Mode#8,Frequency=   3.049e+02Hz
40649, 8.127E+01,Mode#8,Frequency=   3.049e+02Hz
40650, 7.191E+01,Mode#8,Frequency=   3.049e+02Hz
40380, 9.368E+01,Mode#8,Frequency=   3.049e+02Hz
40381, 7.203E+01,Mode#8,Frequency=   3.049e+02Hz
40382, 5.826E+01,Mode#8,Frequency=   3.049e+02Hz
41989, 9.096E+01,Mode#8,Frequency=   3.049e+02Hz
41990, 8.500E+01,Mode#8,Frequency=   3.049e+02Hz
47015, 9.836E+01,Mode#8,Frequency=   3.049e+02Hz
41921, 9.732E+01,Mode#8,Frequency=   3.049e+02Hz
41922, 8.127E+01,Mode#8,Frequency=   3.049e+02Hz
41923, 7.191E+01,Mode#8,Frequency=   3.049e+02Hz
47081, 9.322E+01,Mode#8,Frequency=   3.049e+02Hz
47082, 8.809E+01,Mode#8,Frequency=   3.049e+02Hz
40179, 9.573E+01,Mode#8,Frequency=   3.049e+02Hz
40180, 5.947E+01,Mode#8,Frequency=   3.049e+02Hz
40181, 2.688E+01,Mode#8,Frequency=   3.049e+02Hz
40246, 9.206E+01,Mode#8,Frequency=   3.049e+02Hz
40247, 6.569E+01,Mode#8,Frequency=   3.049e+02Hz
40248, 4.727E+01,Mode#8,Frequency=   3.049e+02Hz
43866, 9.836E+01,Mode#8,Frequency=   3.049e+02Hz
44333, 9.807E+01,Mode#8,Frequency=   3.049e+02Hz
44334, 8.440E+01,Mode#8,Frequency=   3.049e+02Hz
44335, 7.666E+01,Mode#8,Frequency=   3.049e+02Hz
40045, 9.573E+01,Mode#8,Frequency=   3.049e+02Hz
40046, 5.947E+01,Mode#8,Frequency=   3.049e+02Hz
40047, 2.688E+01,Mode#8,Frequency=   3.049e+02Hz
40112, 9.206E+01,Mode#8,Frequency=   3.049e+02Hz
40113, 6.569E+01,Mode#8,Frequency=   3.049e+02Hz
40114, 4.727E+01,Mode#8,Frequency=   3.049e+02Hz
43798, 9.322E+01,Mode#8,Frequency=   3.049e+02Hz
43799, 8.809E+01,Mode#8,Frequency=   3.049e+02Hz
44199, 9.430E+01,Mode#8,Frequency=   3.049e+02Hz
